coverageDirectEffect,coverageMediatorEffect,coverageMainEffect,coverageIndirectEffect,coverageMediatedProportion,aboveIndirectEffect,belowIndirectEffect,biasDirectEffect,biasMediatorEffect,biasMainEffect,biasIndirectEffect,biasMediatedProportion,mseDirectEffect,msesMediatorEffect,mseMainEffect,mseIndirectEffect,mseMediatedProportion,indirectType1Error,indirectType2Error,nonEstimableFraction,ps,mrs,psAdjustment,mrsAdjustment,mediatorType,sampleSize,sampling,bootstrapType,dropUninformativeStrata,n,nX,hCensor,aIntercept,confoundingAySd,confoundingmYSd,confoundingAymSd,mIntercept,mA,yIntercept,yA,yM
0.94,0.973,0.941,1,1,0.003,0,0.029576036151291014,0.02650589587447444,0.026505895874474328,-0.0030701402768165756,0.006262953786777328,0.026719434915322235,0.02600656498256225,0.026006564982562246,2.0401360452018856e-4,9.533192855625537e-4,0,NA,0,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.10536051565782628,0.1,0.1,0.1,-4.605170185988091,-0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0
0.9487437185929648,0.9577889447236181,0.9457286432160804,1,0.9979899497487437,0,0,0.2169280007752479,0.18150227856319515,0.18150227856319504,-0.03542572221205274,0.12072666279803987,0.4321704359623168,0.3195318295647186,0.31953182956471854,0.043852550095286255,1.394389059523178,0,NA,0.005,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.10536051565782628,0.1,0.1,0.1,-2.3025850929940455,-0.6931471805599453,-4.605170185988091,-0.6931471805599453,0
0.95,0.956,0.946,1,0.999,0,0,0.027619027474617572,0.024264877433008602,0.024264877433008494,-0.003354150041608967,0.00771613425975895,0.025927646828114267,0.024704546916192303,0.0247045469161923,9.098422221021886e-4,0.0038952309610497636,0,NA,0,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.10536051565782628,0.1,0.1,0.1,-2.3025850929940455,-0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0
0.9546858908341915,0.9599578503688093,0.9557157569515963,0.995880535530381,0.9917610710607621,0.028836251287332648,0.029866117404737384,2.2397845666263474,2.004793506126167,2.004793506126167,-0.23499106050018043,-455537.1177680312,45.56163844790303,55.493705083587805,55.4937050835878,20.666773409105957,1382145771116551.5,0.004119464469618949,NA,0.029,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-2.3025850929940455,1,1,1,-4.605170185988091,-0.6931471805599453,-4.605170185988091,-0.6931471805599453,0
0.9246987951807228,0.9565656565656566,0.9257028112449799,0.9909638554216867,0.9929718875502008,0.009036144578313253,0.014056224899598393,0.06101105512730385,0.05961718534770265,0.059569861703828324,-0.0013938697796012044,0.010396183625435604,1.731936358103286,1.7321030887555868,1.7321173777555872,8.844304472215181e-4,0.05537234340878095,0.009036144578313253,NA,0.004,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-2.3025850929940455,1,1,1,-4.605170185988091,-0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0
0.9609455292908531,0.9609455292908531,0.9588900308324769,0.9948612538540597,0.987667009249743,0.0010277492291880781,0.0041109969167523125,2.100268440627274,1.9776546281016125,1.9776546281016123,-0.12261381252566161,3673795123228803e27,69.36877945575213,41.80106889607547,41.80106889607546,11.518723921217713,13132357801058321e72,0.0051387461459403904,NA,0.027,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-2.3025850929940455,1,1,1,-2.3025850929940455,-0.6931471805599453,-4.605170185988091,-0.6931471805599453,0
0.936,0.96,0.937,0.99,0.995,0.006,0.004,0.05002957025169094,0.03248992805528779,0.03243354228143483,-0.017539642196403145,21232.521191921278,1.5909592147468021,1.2764997254692325,1.276515993834121,0.2795816863147565,450819789112.4384,0.01,NA,0,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-2.3025850929940455,1,1,1,-2.3025850929940455,-0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0
0.9553571428571429,0.9744525547445255,0.9564732142857143,1,0.9933035714285714,0.09709821428571429,0.09151785714285714,1.8464923664690496,1.8269279007778314,1.8269279007778314,-0.01956446569121811,10739.131861625325,536.2944669609029,535.4497395018718,535.4497395018718,0.3096329403330358,103332002248.23824,0,NA,0.104,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-4.605170185988091,-0.6931471805599453,-4.605170185988091,-0.6931471805599453,0
0.9305135951661632,0.9641025641025641,0.9295065458207452,0.998992950654582,0.998992950654582,0.041289023162134945,0.032225579053373615,-0.005248508862207342,-0.007956251530992553,-0.007995009172249722,-0.0027077426687852116,0.004459140049332436,0.07261990727338952,0.06938985183473842,0.0694065020899165,0.0011036571799310942,0.005051446793699332,0.0010070493454179255,NA,0.007,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-4.605170185988091,-0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0
0.953514739229025,0.9614074914869466,0.9580498866213152,0.9965986394557823,0.9954648526077098,0.003401360544217687,0.0022675736961451248,0.6548091878994201,0.9539776266719532,0.9539776266719531,0.29916843877253313,3447276957452704e34,443.7001530884944,153.34309827536174,153.34309827536174,258.5833069600177,10481439647661017e86,0.003401360544217687,NA,0.118,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,-0.6931471805599453,-4.605170185988091,-0.6931471805599453,0
