coverageDirectEffect,coverageMediatorEffect,coverageMainEffect,coverageIndirectEffect,coverageMediatedProportion,aboveIndirectEffect,belowIndirectEffect,biasDirectEffect,biasMediatorEffect,biasMainEffect,biasIndirectEffect,biasMediatedProportion,mseDirectEffect,msesMediatorEffect,mseMainEffect,mseIndirectEffect,mseMediatedProportion,indirectType1Error,indirectType2Error,nonEstimableFraction,ps,mrs,psAdjustment,mrsAdjustment,mediatorType,sampleSize,sampling,bootstrapType,dropUninformativeStrata,n,nX,hCensor,aIntercept,confoundingAySd,confoundingmYSd,confoundingAymSd,mIntercept,mA,yIntercept,yA,yM
0.9348697394789579,0.9607250755287009,0.9478957915831663,0.93687374749499,0.9629258517034068,0.06212424849699399,0.001002004008016032,-0.007095215475347521,-0.043755676712137564,0.004516886058832982,0.01165957255236444,0.004766411937049099,0.06236085571499894,0.05774064129376847,0.05611697886961271,0.0033961961732105134,0.04582198965569581,NA,0.9238476953907816,0.002,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-4.605170185988091,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.9348697394789579,0.9607250755287009,0.9478957915831663,0.9278557114228457,0.9428857715430862,0.07114228456913828,0.001002004008016032,-0.007095215475347521,-0.043755676712137564,0.004516886058832982,0.01165957255236444,0.004766411937049099,0.06236085571499894,0.05774064129376847,0.05611697886961271,0.0033961961732105134,0.04582198965569581,NA,0.9128256513026052,0.002,fit,fit,matching,model,time-to-event,1000,person,bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-4.605170185988091,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.9348697394789579,0.9607250755287009,0.9478957915831663,0.8887775551102205,0.9539078156312625,0.11122244488977956,0,-0.007095215475347521,-0.043755676712137564,0.004516886058832982,0.01165957255236444,0.004766411937049099,0.06236085571499894,0.05774064129376847,0.05611697886961271,0.0033961961732105134,0.04582198965569581,NA,0.9959919839679359,0.002,fit,fit,matching,model,time-to-event,1000,person,pivoted,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-4.605170185988091,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.9524324324324325,0.9707792207792207,0.9524324324324325,0.9654054054054054,0.9794594594594594,0.015135135135135135,0.01945945945945946,0.5436091551057487,0.29846340124828763,0.3902231167835232,-0.15338603832136732,3636527768661753e15,19.204568092686426,8.572055117391447,8.636652596704165,6.699201430301239,12232509146329426e48,NA,0.705945945945946,0.075,fit,fit,matching,model,time-to-event,1000,strata,percentile,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9524324324324325,0.9707792207792207,0.9524324324324325,0.9772972972972973,0.972972972972973,0.012972972972972972,0.00972972972972973,0.5436091551057487,0.29846340124828763,0.3902231167835232,-0.15338603832136732,3636527768661753e15,19.204568092686426,8.572055117391447,8.636652596704165,6.699201430301239,12232509146329426e48,NA,0.7308108108108108,0.075,fit,fit,matching,model,time-to-event,1000,strata,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9524324324324325,0.9707792207792207,0.9524324324324325,0.9794594594594594,0.9254054054054054,0.016216216216216217,0.004324324324324324,0.5436091551057487,0.29846340124828763,0.3902231167835232,-0.15338603832136732,3636527768661753e15,19.204568092686426,8.572055117391447,8.636652596704165,6.699201430301239,12232509146329426e48,NA,0.7491891891891892,0.075,fit,fit,matching,model,time-to-event,1000,strata,bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9524324324324325,0.9707792207792207,0.9524324324324325,0.9621621621621622,0.9718918918918918,0.03783783783783784,0,0.5436091551057487,0.29846340124828763,0.3902231167835232,-0.15338603832136732,3636527768661753e15,19.204568092686426,8.572055117391447,8.636652596704165,6.699201430301239,12232509146329426e48,NA,0.9621621621621622,0.075,fit,fit,matching,model,time-to-event,1000,strata,pivoted,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9513513513513514,0.9739696312364425,0.9513513513513514,0.9913513513513513,0.9924324324324324,0.005405405405405406,0.003243243243243243,0.43399895450500475,0.2720163837631488,0.3637483485528093,-0.07025060595133727,66.79322181887255,318.75962317933136,317.6338136321986,317.65742213749803,0.36475851056554093,2435158.545545534,NA,0.8562162162162162,0.075,fit,fit,matching,model,time-to-event,1000,person,percentile,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9513513513513514,0.9739696312364425,0.9513513513513514,0.9956756756756757,0.9827027027027027,0.004324324324324324,0,0.43399895450500475,0.2720163837631488,0.3637483485528093,-0.07025060595133727,66.79322181887255,318.75962317933136,317.6338136321986,317.65742213749803,0.36475851056554093,2435158.545545534,NA,0.867027027027027,0.075,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9513513513513514,0.9739696312364425,0.9513513513513514,0.9913513513513513,0.9362162162162162,0.008648648648648649,0,0.43399895450500475,0.2720163837631488,0.3637483485528093,-0.07025060595133727,66.79322181887255,318.75962317933136,317.6338136321986,317.65742213749803,0.36475851056554093,2435158.545545534,NA,0.867027027027027,0.075,fit,fit,matching,model,time-to-event,1000,person,bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.9513513513513514,0.9739696312364425,0.9513513513513514,0.9816216216216216,0.9816216216216216,0.018378378378378378,0,0.43399895450500475,0.2720163837631488,0.3637483485528093,-0.07025060595133727,66.79322181887255,318.75962317933136,317.6338136321986,317.65742213749803,0.36475851056554093,2435158.545545534,NA,0.9924324324324324,0.075,fit,fit,matching,model,time-to-event,1000,person,pivoted,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-4.605170185988091,-0.6931471805599453,0.6931471805599453
0.939,0.94,0.952,0.925,0.92,0.041,0.034,-0.024293888490419215,-0.11886695674909284,-0.02675167858849428,-5.359389777791114e-4,-0.13404714716205596,0.04830857153475742,0.0566491716495399,0.04279566066903762,0.007584260904318721,60.08011338060154,NA,0.368,0,fit,fit,matching,model,time-to-event,1000,strata,percentile,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.939,0.94,0.952,0.936,0.929,0.044,0.02,-0.024293888490419215,-0.11886695674909284,-0.02675167858849428,-5.359389777791114e-4,-0.13404714716205596,0.04830857153475742,0.0566491716495399,0.04279566066903762,0.007584260904318721,60.08011338060154,NA,0.404,0,fit,fit,matching,model,time-to-event,1000,strata,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.939,0.94,0.952,0.947,0.931,0.046,0.007,-0.024293888490419215,-0.11886695674909284,-0.02675167858849428,-5.359389777791114e-4,-0.13404714716205596,0.04830857153475742,0.0566491716495399,0.04279566066903762,0.007584260904318721,60.08011338060154,NA,0.432,0,fit,fit,matching,model,time-to-event,1000,strata,bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.939,0.94,0.952,0.868,0.946,0.13,0.002,-0.024293888490419215,-0.11886695674909284,-0.02675167858849428,-5.359389777791114e-4,-0.13404714716205596,0.04830857153475742,0.0566491716495399,0.04279566066903762,0.007584260904318721,60.08011338060154,NA,0.844,0,fit,fit,matching,model,time-to-event,1000,strata,pivoted,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.94,0.938,0.952,0.977,0.985,0.018,0.005,-0.02416371466442464,-0.11861281980778797,-0.026497541647189406,-4.119758624688156e-4,0.21352573763669966,0.047802125615133424,0.056355562944751005,0.042557876734403394,0.007535390464056306,10.620638358571881,NA,0.564,0,fit,fit,matching,model,time-to-event,1000,person,percentile,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.94,0.938,0.952,0.983,0.985,0.015,0.002,-0.02416371466442464,-0.11861281980778797,-0.026497541647189406,-4.119758624688156e-4,0.21352573763669966,0.047802125615133424,0.056355562944751005,0.042557876734403394,0.007535390464056306,10.620638358571881,NA,0.589,0,fit,fit,matching,model,time-to-event,1000,person,reduced bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.94,0.938,0.952,0.977,0.968,0.02,0.003,-0.02416371466442464,-0.11861281980778797,-0.026497541647189406,-4.119758624688156e-4,0.21352573763669966,0.047802125615133424,0.056355562944751005,0.042557876734403394,0.007535390464056306,10.620638358571881,NA,0.605,0,fit,fit,matching,model,time-to-event,1000,person,bias-corrected,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
0.94,0.938,0.952,0.923,0.976,0.076,0.001,-0.02416371466442464,-0.11861281980778797,-0.026497541647189406,-4.119758624688156e-4,0.21352573763669966,0.047802125615133424,0.056355562944751005,0.042557876734403394,0.007535390464056306,10.620638358571881,NA,0.931,0,fit,fit,matching,model,time-to-event,1000,person,pivoted,TRUE,1000,8,0.1,-0.6931471805599453,1,1,1,-2.3025850929940455,0.6931471805599453,-2.3025850929940455,-0.6931471805599453,0.6931471805599453
